"","X","x","tweet"
"3588",3588,"negative","@united &amp; I've been hung up on twice by your staff. So upset right now"
"3589",3589,"neutral","@united DCA-EWR Flight #4372"
"3590",3590,"negative","@united 2 hour flight from FLL to Ewr, 1242, now waiting 1 hour plus for bags, no sign yet. What gives????"
"3591",3591,"negative","@united was such a better airline when you were Continental. $75 service fee + $75 Flight Booking Problems fee + $25 talk to a human fee: FU!!!"
"3592",3592,"neutral","@united any chance you could look into my problem from earlier?"
"3593",3593,"negative","@united this is despicable I spoke to  many diff people &amp; everyone is telling me something different I have a claim no. I need my bag now"
"3594",3594,"negative","@united how come the crew traveling on the flight gets a better seat and I get stuck checking my bag and the crews bag got on the flight."
"3595",3595,"negative","@united Funny thing happened, we arrived on our flight from Denver at the same gate we are currently scheduled to depart for Sydney at! LOL!"
"3596",3596,"positive","@united I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!"
"3597",3597,"neutral","@united can you please tell me where United flies to from Sydney Australia - pref Asia Pac or US as I have a voucher to redeem."
"3598",3598,"negative","@united you can't claim ""weather"" with your hardworking crew pulling seats out of a plane! Do the right thing. But we both know you won't"
"3599",3599,"negative","@united you're missin the point! There was no ""weather"". You're lying! Seats was broken. But u claim ""weather"" to get out of hotels. Classy"
"3600",3600,"negative","@united are you trying to break a world record for most delayed flights in a year?"
"3601",3601,"neutral","@united I have flights that don't appear to have been applied to my MileagePlus account. Can you help?"
"3602",3602,"neutral","@united @VUSA_Australia I'm just an Aussie cowgirl lookin' for my cowboy. Take me to Fort Worth, Estelle says I'll find him there!"
"3603",3603,"positive","@united Okay, thank you for your help :)"
"3604",3604,"negative","@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain"
"3605",3605,"positive","@united thanks"
"3606",3606,"negative","@united I bet @SouthwestAir doesn't turn a thirty minute delay on an original flight into a 7+ hour delayed arrive time"
"3607",3607,"positive","@United is the best way to re-unite me with my one true love, shopping in USA's fashion capital #NewYork #unitedVUSA http://t.co/rBn7StUij1"
"3608",3608,"neutral","@United should find a way to distinguish boarding of premier members and credit card holders. Group 2 is too big!"
"3609",3609,"negative","@united final destination was booked through United but with quantas. United has not yet contacted Auckland. I am unaware of case ID number"
"3610",3610,"neutral","@united was in the air. Just DMd you"
"3611",3611,"negative","@united. Worst flying experiences ever the past three days. Your airline needs to get it together. Lost a customer with me"
"3612",3612,"negative","@united yes I have"
"3613",3613,"negative","@united #CustomerService #fail long time flyer switching airlines #frustrated"
"3614",3614,"positive","@united okay - thanks for your help, JT! I appreciate your time!"
"3615",3615,"negative","@united screwed over my professor. Maybe we should tell everyone about @Skiplagged ? #aviation #airport #airline #innovation #startups #tech"
"3616",3616,"negative","@united @staralliance Now do the right thing and reinstate the tickets you voided #UnitedFail"
"3617",3617,"negative","@united negative. Done wasting time with amateurs at customer service. Thanks for at least offering."
"3618",3618,"positive","@united @staralliance was there few weeks ago AWESOME,bright vibrant, and NO habitrails"
"3619",3619,"positive","@united no worries - after everyone boarded, the cushions were brought in. Took a while, but they made it here."
"3620",3620,"neutral","@united sprinted from C concourse to E and just made it. Coughed up a lung in the process but am now in CLT! Tnx!"
"3621",3621,"neutral","@united hey! think someone could meet me with my book when I arrive at @loganairports at 10:30? It's yes please #amypoehler. Oscar took it."
"3622",3622,"neutral","@united Hopefully They will give me a feedback, bafore my flight..."
"3623",3623,"positive","@united Very good flight, thank you!"
"3624",3624,"negative","@united can you DM me? Been on hold with customer service very long time (53 min +) and getting the run-around. Thanks."
"3625",3625,"negative","@united I'm asking if you can simplify the communications- thx"
"3626",3626,"positive","@united yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!"
"3627",3627,"negative","@United OMG WHERE IS MY BAG??? YYZUA70435 - enough with the shenanigans already. It's getting real old real quick!!"
"3628",3628,"neutral","@united i now see it's 72 hours. Thanks"
"3629",3629,"neutral","@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks"
"3630",3630,"neutral","@united @staralliance Very nice at LHR, congrats, but I'm sticking with AA/#BA. @AmericanAir @British_Airways"
"3631",3631,"negative","@united how long will it take for miles that i re-purchased (they had expired) to show up? I recieved an email that the request had been.."
"3632",3632,"negative","@united Please stall flight 1535 out of ORD. I have to get to SNA tonight."
"3633",3633,"positive","@united Thanks, I will!"
"3634",3634,"negative","@united can you get a gate for UA4727?  Turrible."
"3635",3635,"negative","@united is the worst airline. Lost my luggage delayed my flights and has been very unaccomidating"
"3636",3636,"neutral","@united Flight 280"
"3637",3637,"neutral","@united Flight 1640 (N33289) arrives at @FlyTPA following flight from @iah http://t.co/RvCDA2nnme"
"3638",3638,"positive","@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon"
"3639",3639,"positive","@united we had a wonderful flight attendant named Leah that was with us from lga to den, then den to anchorage!"
"3640",3640,"positive","@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!"
"3641",3641,"neutral","@united yes, you can. I will DM."
"3642",3642,"positive","@united Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)"
"3643",3643,"negative","@united I mean is there a real live person somewhere I can go and speak to at Newark post security?"
"3644",3644,"neutral","@united hi! I just bought a flight with united through ebokeers from Paris to Miami. Do I have any chance to check that everything is ok?"
"3645",3645,"neutral","@united no worries, I think it’s under control. (the emails are keeping me informed)"
"3646",3646,"negative","@united i have talked to them...on standby for tomorrow but it doesn't look good. May have to stay here till Friday &amp; that's not guaranteed"
"3647",3647,"neutral","@united ^JT is the ORD to PHL flight at 9:15 PM (CDT) delayed? DM I'm kinda hoping not to be stranded at ORD either."
"3648",3648,"neutral","@united what happened to flight status map? It was so cool.."
"3649",3649,"negative","@united plz don't advertise wifi if it's not gonna work thanks #worstflightever"
"3650",3650,"neutral","@united Hi guys. I submitted a request for ticket/hotel reimbursement for a delayed/over night stay coming back from the Dominican. Help?"
"3651",3651,"negative","@united Apologize to the President. Once those employees blamed him, I heard it repeated 20 times."
"3652",3652,"neutral","@united yes, I want to complain. Your coworker was neither. Is there a customer service point airside?"
"3653",3653,"negative","@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up."
"3654",3654,"negative","@united hello. I'm overseas &amp; my bag is lost. I can't call customer service but can you help me?"
"3655",3655,"positive","@united landing in anchorage, then on our way to fairbanks! http://t.co/FjkvQMbmaS"
"3656",3656,"negative","@united I knew I should've flew @VirginAmerica lol"
"3657",3657,"negative","@united, UA1641 EWR-MCO 17 Feb wifi never connected but allowed me to purchase access twice &amp; charged me. Who do I need to file claim with?"
"3658",3658,"positive","@united thnx"
"3659",3659,"positive","@united 
I will admit, you've been rather good to me over the years.
You've still got me hooked.
(for now!)
Peace."
